time,count
00:00,78
00:15,85
00:30,105
00:45,132
01:00,86
01:15,88
01:30,97
01:45,137
02:00,77
02:15,85
02:30,96
02:45,130
03:00,76
03:15,72
03:30,95
03:45,125
04:00,91
04:15,88
04:30,90
04:45,101
05:00,115
05:15,106
05:30,74
05:45,106
06:00,94
06:15,70
06:30,55
06:45,58
07:00,64
07:15,60
07:30,58
07:45,65
08:00,71
08:15,102
08:30,120
08:45,131
09:00,83
09:15,104
09:30,141
09:45,161
10:00,94
10:15,120
10:30,161
10:45,191
11:00,112
11:15,135
11:30,150
11:45,140
12:00,105
12:15,117
12:30,133
12:45,150
13:00,115
13:15,126
13:30,119
13:45,148
14:00,144
14:15,130
14:30,118
14:45,118
15:00,144
15:15,121
15:30,86
15:45,99
16:00,142
16:15,86
16:30,64
16:45,68
17:00,101
17:15,59
17:30,49
17:45,54
18:00,84
18:15,79
18:30,73
18:45,74
19:00,86
19:15,81
19:30,68
19:45,70
20:00,57
20:15,56
20:30,77
20:45,90
21:00,53
21:15,48
21:30,73
21:45,101
22:00,71
22:15,47
22:30,70
22:45,109
23:00,98
23:15,84
23:30,109
23:45,159
