time,count
00:00,81
00:15,88
00:30,110
00:45,131
01:00,82
01:15,85
01:30,94
01:45,134
02:00,75
02:15,87
02:30,99
02:45,135
03:00,76
03:15,80
03:30,97
03:45,124
04:00,92
04:15,87
04:30,88
04:45,101
05:00,117
05:15,111
05:30,73
05:45,111
06:00,94
06:15,70
06:30,54
06:45,63
07:00,65
07:15,63
07:30,62
07:45,71
08:00,67
08:15,100
08:30,131
08:45,142
09:00,83
09:15,109
09:30,150
09:45,172
10:00,98
10:15,131
10:30,169
10:45,195
11:00,122
11:15,140
11:30,158
11:45,151
14:00,149
14:15,137
14:30,122
14:45,122
15:00,150
15:15,126
15:30,97
15:45,97
16:00,145
16:15,87
16:30,68
16:45,66
19:00,82
19:15,79
19:30,67
19:45,72
20:00,58
20:15,60
20:30,74
20:45,86
21:00,51
21:15,46
21:30,75
21:45,102
22:00,69
22:15,51
22:30,70
22:45,110
23:00,103
23:15,82
23:30,104
23:45,162
